LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
6m55s       Normal    Created                           pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Created container ml-nsmf
6m55s       Normal    Started                           pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Started container ml-nsmf
6m55s       Normal    Pulled                            pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
6m54s       Normal    Started                           pod/trisla-ml-nsmf-599749957-pf9bq             Started container ml-nsmf
6m54s       Normal    Pulled                            pod/trisla-ml-nsmf-599749957-pf9bq             Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
6m54s       Normal    Created                           pod/trisla-ml-nsmf-599749957-pf9bq             Created container ml-nsmf
6m42s       Warning   BackOff                           pod/trisla-ml-nsmf-599749957-pf9bq             Back-off restarting failed container ml-nsmf in pod trisla-ml-nsmf-599749957-pf9bq_trisla(c197732e-4642-461c-92d8-40e8927ff68c)
6m42s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-599749957-pf9bq             Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
6m41s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-599749957 to 0 from 1
6m41s       Normal    Killing                           pod/trisla-ml-nsmf-599749957-pf9bq             Stopping container trisla-ml-nsmf
6m41s       Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-599749957            Deleted pod: trisla-ml-nsmf-599749957-pf9bq
6m41s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
6m36s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-687c6c95f7-bqq4z    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
5m47s       Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-7d64cfbbbb   Deleted pod: trisla-decision-engine-7d64cfbbbb-pwmhm
5m47s       Normal    Scheduled                         pod/trisla-decision-engine-5d756bf98b-m6kfl    Successfully assigned trisla/trisla-decision-engine-5d756bf98b-m6kfl to node1
5m47s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-5d756bf98b to 1 from 0
5m47s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-7d64cfbbbb to 0 from 1
5m47s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-7d64cfbbbb to 1
5m47s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled up replica set trisla-sem-csmf-f8d747657 to 1
5m47s       Normal    SuccessfulCreate                  replicaset/trisla-sem-csmf-f8d747657           Created pod: trisla-sem-csmf-f8d747657-spmtd
5m47s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-7d64cfbbbb   Created pod: trisla-decision-engine-7d64cfbbbb-pwmhm
5m47s       Normal    Scheduled                         pod/trisla-decision-engine-7d64cfbbbb-pwmhm    Successfully assigned trisla/trisla-decision-engine-7d64cfbbbb-pwmhm to node1
5m47s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-5d756bf98b   Created pod: trisla-decision-engine-5d756bf98b-m6kfl
5m47s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-79d68dc4c5 to 1
5m47s       Normal    Scheduled                         pod/trisla-ml-nsmf-79d68dc4c5-48prv            Successfully assigned trisla/trisla-ml-nsmf-79d68dc4c5-48prv to node1
5m47s       Normal    Scheduled                         pod/trisla-sem-csmf-f8d747657-spmtd            Successfully assigned trisla/trisla-sem-csmf-f8d747657-spmtd to node1
5m47s       Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-79d68dc4c5           Created pod: trisla-ml-nsmf-79d68dc4c5-48prv
5m46s       Normal    AddedInterface                    pod/trisla-sem-csmf-f8d747657-spmtd            Add eth0 [10.233.102.164/32] from k8s-pod-network
5m46s       Normal    AddedInterface                    pod/trisla-decision-engine-5d756bf98b-m6kfl    Add eth0 [10.233.102.184/32] from k8s-pod-network
5m46s       Normal    Started                           pod/trisla-ml-nsmf-79d68dc4c5-48prv            Started container ml-nsmf
5m46s       Normal    Created                           pod/trisla-ml-nsmf-79d68dc4c5-48prv            Created container ml-nsmf
5m46s       Normal    Pulled                            pod/trisla-ml-nsmf-79d68dc4c5-48prv            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
5m46s       Normal    AddedInterface                    pod/trisla-ml-nsmf-79d68dc4c5-48prv            Add eth0 [10.233.102.150/32] from k8s-pod-network
5m46s       Normal    Pulled                            pod/trisla-decision-engine-5d756bf98b-m6kfl    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
5m46s       Normal    Created                           pod/trisla-decision-engine-5d756bf98b-m6kfl    Created container decision-engine
5m46s       Normal    Started                           pod/trisla-decision-engine-5d756bf98b-m6kfl    Started container decision-engine
5m46s       Normal    Pulling                           pod/trisla-sem-csmf-f8d747657-spmtd            Pulling image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29"
5m45s       Normal    Created                           pod/trisla-sem-csmf-f8d747657-spmtd            Created container sem-csmf
5m45s       Normal    Pulled                            pod/trisla-sem-csmf-f8d747657-spmtd            Successfully pulled image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29" in 530ms (530ms including waiting). Image size: 289679031 bytes.
5m45s       Normal    Started                           pod/trisla-sem-csmf-f8d747657-spmtd            Started container sem-csmf
5m36s       Warning   Unhealthy                         pod/trisla-decision-engine-5d756bf98b-m6kfl    Readiness probe failed: Get "http://10.233.102.184:8082/health": dial tcp 10.233.102.184:8082: connect: connection refused
5m36s       Warning   Unhealthy                         pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Readiness probe failed: Get "http://10.233.102.158:8081/health": dial tcp 10.233.102.158:8081: connect: connection refused
5m36s       Normal    Killing                           pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Stopping container ml-nsmf
5m36s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-79f5c96dcd to 0 from 1
5m36s       Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-79f5c96dcd           Deleted pod: trisla-ml-nsmf-79f5c96dcd-tztxp
5m31s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-687c6c95f7 to 0 from 1
5m31s       Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-687c6c95f7   Deleted pod: trisla-decision-engine-687c6c95f7-bqq4z
5m31s       Normal    SuccessfulDelete                  replicaset/trisla-sem-csmf-9f56dcb9b           Deleted pod: trisla-sem-csmf-9f56dcb9b-q72ck
5m31s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled down replica set trisla-sem-csmf-9f56dcb9b to 0 from 1
5m28s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-sla-agent-layer-6d944c889c-ntwqc    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
5m5s        Warning   Unhealthy                         pod/trisla-bc-nssmf-856859f696-dwpzw           Readiness probe failed: Get "http://10.233.102.168:8083/health": dial tcp 10.233.102.168:8083: connect: connection refused
4m49s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-ui-dashboard-85755bf748-t9zfs       Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
4m22s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-sem-csmf-f8d747657-spmtd            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
4m21s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-5d756bf98b-m6kfl    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
4m19s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-79d68dc4c5-48prv            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m35s       Normal    Pulled                            pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
3m35s       Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-7c858859c4           Created pod: trisla-ml-nsmf-7c858859c4-rxlmr
3m35s       Normal    AddedInterface                    pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Add eth0 [10.233.102.141/32] from k8s-pod-network
3m35s       Normal    Started                           pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Started container decision-engine
3m35s       Normal    Scheduled                         pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Successfully assigned trisla/trisla-decision-engine-67cf4cf4d9-d6kvj to node1
3m35s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-7c858859c4 to 1
3m35s       Normal    Created                           pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Created container decision-engine
3m35s       Normal    Scheduled                         pod/trisla-ml-nsmf-7c858859c4-rxlmr            Successfully assigned trisla/trisla-ml-nsmf-7c858859c4-rxlmr to node1
3m35s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled up replica set trisla-sem-csmf-74fdf6dfd to 1
3m35s       Normal    Pulling                           pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Pulling image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29"
3m35s       Normal    AddedInterface                    pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Add eth0 [10.233.102.161/32] from k8s-pod-network
3m35s       Normal    Started                           pod/trisla-ml-nsmf-7c858859c4-rxlmr            Started container ml-nsmf
3m35s       Normal    Created                           pod/trisla-ml-nsmf-7c858859c4-rxlmr            Created container ml-nsmf
3m35s       Normal    Pulled                            pod/trisla-ml-nsmf-7c858859c4-rxlmr            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
3m35s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-67cf4cf4d9 to 1
3m35s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-67cf4cf4d9   Created pod: trisla-decision-engine-67cf4cf4d9-d6kvj
3m35s       Normal    AddedInterface                    pod/trisla-ml-nsmf-7c858859c4-rxlmr            Add eth0 [10.233.102.155/32] from k8s-pod-network
3m35s       Normal    Scheduled                         pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Successfully assigned trisla/trisla-sem-csmf-74fdf6dfd-ftrbg to node1
3m35s       Normal    SuccessfulCreate                  replicaset/trisla-sem-csmf-74fdf6dfd           Created pod: trisla-sem-csmf-74fdf6dfd-ftrbg
3m34s       Normal    Created                           pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Created container sem-csmf
3m34s       Normal    Pulled                            pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Successfully pulled image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29" in 520ms (520ms including waiting). Image size: 289679031 bytes.
3m34s       Normal    Started                           pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Started container sem-csmf
3m25s       Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-5d756bf98b   Deleted pod: trisla-decision-engine-5d756bf98b-m6kfl
3m25s       Normal    Killing                           pod/trisla-ml-nsmf-79d68dc4c5-48prv            Stopping container ml-nsmf
3m25s       Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-79d68dc4c5           Deleted pod: trisla-ml-nsmf-79d68dc4c5-48prv
3m25s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-7c858859c4-rxlmr            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m25s       Normal    Killing                           pod/trisla-decision-engine-5d756bf98b-m6kfl    Stopping container decision-engine
3m25s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-5d756bf98b to 0 from 1
3m25s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m25s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-79d68dc4c5 to 0 from 1
3m20s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m20s       Normal    Killing                           pod/trisla-sem-csmf-f8d747657-spmtd            Stopping container sem-csmf
3m20s       Normal    SuccessfulDelete                  replicaset/trisla-sem-csmf-f8d747657           Deleted pod: trisla-sem-csmf-f8d747657-spmtd
3m20s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled down replica set trisla-sem-csmf-f8d747657 to 0 from 1
2m54s       Warning   Unhealthy                         pod/trisla-nasp-adapter-664894c59c-tv6m8       Readiness probe failed: Get "http://10.233.102.146:8085/health": dial tcp 10.233.102.146:8085: connect: connection refused
2m50s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-7c8769c6 to 1
2m50s       Normal    Scheduled                         pod/trisla-sem-csmf-668c8fc697-htnmw           Successfully assigned trisla/trisla-sem-csmf-668c8fc697-htnmw to node1
2m50s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-7c8769c6 to 0 from 1
2m50s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled up replica set trisla-sem-csmf-668c8fc697 to 1
2m50s       Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-6d6697945 to 1 from 0
2m50s       Normal    SuccessfulCreate                  replicaset/trisla-sem-csmf-668c8fc697          Created pod: trisla-sem-csmf-668c8fc697-htnmw
2m50s       Normal    Scheduled                         pod/trisla-decision-engine-6d6697945-vcs77     Successfully assigned trisla/trisla-decision-engine-6d6697945-vcs77 to node1
2m50s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-d587bc8c9 to 1
2m50s       Normal    Scheduled                         pod/trisla-decision-engine-7c8769c6-f5rk9      Successfully assigned trisla/trisla-decision-engine-7c8769c6-f5rk9 to node1
2m50s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-7c8769c6     Created pod: trisla-decision-engine-7c8769c6-f5rk9
2m50s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-6d6697945    Created pod: trisla-decision-engine-6d6697945-vcs77
2m50s       Normal    Scheduled                         pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Successfully assigned trisla/trisla-ml-nsmf-d587bc8c9-j4sq2 to node1
2m50s       Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-7c8769c6     Deleted pod: trisla-decision-engine-7c8769c6-f5rk9
2m50s       Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-d587bc8c9            Created pod: trisla-ml-nsmf-d587bc8c9-j4sq2
2m49s       Normal    Created                           pod/trisla-sem-csmf-668c8fc697-htnmw           Created container sem-csmf
2m49s       Normal    Started                           pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Started container ml-nsmf
2m49s       Normal    Created                           pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Created container ml-nsmf
2m49s       Normal    Pulled                            pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
2m49s       Normal    AddedInterface                    pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Add eth0 [10.233.102.153/32] from k8s-pod-network
2m49s       Normal    Started                           pod/trisla-decision-engine-6d6697945-vcs77     Started container decision-engine
2m49s       Normal    Pulled                            pod/trisla-sem-csmf-668c8fc697-htnmw           Successfully pulled image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29" in 520ms (520ms including waiting). Image size: 289679031 bytes.
2m49s       Normal    AddedInterface                    pod/trisla-decision-engine-6d6697945-vcs77     Add eth0 [10.233.102.156/32] from k8s-pod-network
2m49s       Normal    Created                           pod/trisla-decision-engine-6d6697945-vcs77     Created container decision-engine
2m49s       Normal    Pulling                           pod/trisla-sem-csmf-668c8fc697-htnmw           Pulling image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29"
2m49s       Normal    AddedInterface                    pod/trisla-sem-csmf-668c8fc697-htnmw           Add eth0 [10.233.102.189/32] from k8s-pod-network
2m49s       Normal    Pulled                            pod/trisla-decision-engine-6d6697945-vcs77     Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
2m48s       Normal    Started                           pod/trisla-sem-csmf-668c8fc697-htnmw           Started container sem-csmf
2m39s       Normal    Killing                           pod/trisla-decision-engine-67cf4cf4d9-d6kvj    Stopping container decision-engine
2m39s       Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-67cf4cf4d9   Deleted pod: trisla-decision-engine-67cf4cf4d9-d6kvj
2m39s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-6d6697945-vcs77     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
2m34s       Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled down replica set trisla-sem-csmf-74fdf6dfd to 0 from 1
2m34s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-7c858859c4 to 0 from 1
2m34s       Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-7c858859c4           Deleted pod: trisla-ml-nsmf-7c858859c4-rxlmr
2m34s       Normal    Killing                           pod/trisla-ml-nsmf-7c858859c4-rxlmr            Stopping container ml-nsmf
2m34s       Normal    SuccessfulDelete                  replicaset/trisla-sem-csmf-74fdf6dfd           Deleted pod: trisla-sem-csmf-74fdf6dfd-ftrbg
2m34s       Normal    Killing                           pod/trisla-sem-csmf-74fdf6dfd-ftrbg            Stopping container sem-csmf
2m14s       Normal    Scheduled                         pod/trisla-decision-engine-799b6c44f4-dw97g    Successfully assigned trisla/trisla-decision-engine-799b6c44f4-dw97g to node1
2m14s       Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-799b6c44f4   Created pod: trisla-decision-engine-799b6c44f4-dw97g
2m13s       Normal    Created                           pod/trisla-decision-engine-799b6c44f4-dw97g    Created container decision-engine
2m13s       Normal    AddedInterface                    pod/trisla-decision-engine-799b6c44f4-dw97g    Add eth0 [10.233.102.158/32] from k8s-pod-network
2m13s       Normal    Pulled                            pod/trisla-decision-engine-799b6c44f4-dw97g    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
2m13s       Normal    Started                           pod/trisla-decision-engine-799b6c44f4-dw97g    Started container decision-engine
119s        Normal    Killing                           pod/trisla-decision-engine-6d6697945-vcs77     Stopping container decision-engine
119s        Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-6d6697945    Deleted pod: trisla-decision-engine-6d6697945-vcs77
119s        Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-799b6c44f4-dw97g    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
102s        Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-7c8ff9c4fc-kwmqd           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
99s         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-56684d4cf7   Created pod: trisla-decision-engine-56684d4cf7-tw2vl
99s         Normal    Scheduled                         pod/trisla-decision-engine-56684d4cf7-tw2vl    Successfully assigned trisla/trisla-decision-engine-56684d4cf7-tw2vl to node1
98s         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-56684d4cf7   Deleted pod: trisla-decision-engine-56684d4cf7-tw2vl
98s         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              (combined from similar events): Scaled down replica set trisla-decision-engine-56684d4cf7 to 0 from 1
