LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
60m         Normal    Started                           pod/trisla-decision-engine-8469cdd5cc-5wfq6    Started container decision-engine
60m         Normal    Created                           pod/trisla-decision-engine-844f4d87b8-brhsw    Created container decision-engine
60m         Normal    AddedInterface                    pod/trisla-decision-engine-844f4d87b8-brhsw    Add eth0 [10.233.102.183/32] from k8s-pod-network
60m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-8469cdd5cc to 1
60m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-844f4d87b8 to 1
60m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-8469cdd5cc   Created pod: trisla-decision-engine-8469cdd5cc-5wfq6
60m         Normal    Pulled                            pod/trisla-decision-engine-8469cdd5cc-5wfq6    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
60m         Normal    Scheduled                         pod/trisla-decision-engine-844f4d87b8-brhsw    Successfully assigned trisla/trisla-decision-engine-844f4d87b8-brhsw to node1
60m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-d587bc8c9-j4sq2             Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
60m         Normal    AddedInterface                    pod/trisla-decision-engine-8469cdd5cc-5wfq6    Add eth0 [10.233.102.138/32] from k8s-pod-network
60m         Normal    Pulled                            pod/trisla-decision-engine-844f4d87b8-brhsw    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
60m         Normal    Scheduled                         pod/trisla-decision-engine-8469cdd5cc-5wfq6    Successfully assigned trisla/trisla-decision-engine-8469cdd5cc-5wfq6 to node1
60m         Normal    Created                           pod/trisla-decision-engine-8469cdd5cc-5wfq6    Created container decision-engine
60m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-844f4d87b8   Created pod: trisla-decision-engine-844f4d87b8-brhsw
60m         Normal    Started                           pod/trisla-decision-engine-844f4d87b8-brhsw    Started container decision-engine
60m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-844f4d87b8-brhsw    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
60m         Normal    Killing                           pod/trisla-decision-engine-844f4d87b8-brhsw    Stopping container decision-engine
60m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-844f4d87b8   Deleted pod: trisla-decision-engine-844f4d87b8-brhsw
60m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-8469cdd5cc-5wfq6    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
60m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-844f4d87b8 to 0 from 1
59m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-7454fbb686 to 0 from 1
59m         Normal    Created                           pod/trisla-ml-nsmf-77b664ff-sjd8k              Created container ml-nsmf
59m         Normal    AddedInterface                    pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Add eth0 [10.233.102.150/32] from k8s-pod-network
59m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-77b664ff             Created pod: trisla-ml-nsmf-77b664ff-sjd8k
59m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-7454fbb686   Deleted pod: trisla-decision-engine-7454fbb686-jhgn6
59m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-7454fbb686   Created pod: trisla-decision-engine-7454fbb686-jhgn6
59m         Normal    Scheduled                         pod/trisla-decision-engine-7454fbb686-jhgn6    Successfully assigned trisla/trisla-decision-engine-7454fbb686-jhgn6 to node1
59m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled up replica set trisla-bc-nssmf-68bbbd4cb8 to 1 from 0
