LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
47m         Warning   Unhealthy                         pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Liveness probe failed: Get "http://10.233.102.150:8083/health": dial tcp 10.233.102.150:8083: connect: connection refused
12m         Warning   Unhealthy                         pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Readiness probe failed: Get "http://10.233.102.150:8083/health": dial tcp 10.233.102.150:8083: connect: connection refused
11m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-77f5cf8477-pkkdh    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
10m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-6fbf996cfb to 1 from 0
10m         Normal    Scheduled                         pod/trisla-ml-nsmf-7964746d46-q5g8h            Successfully assigned trisla/trisla-ml-nsmf-7964746d46-q5g8h to node1
10m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-6fbf996cfb   Created pod: trisla-decision-engine-6fbf996cfb-rk4g5
10m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-55f64fc9f7 to 1
10m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-7964746d46           Created pod: trisla-ml-nsmf-7964746d46-q5g8h
10m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-7964746d46 to 1
10m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-55f64fc9f7 to 0 from 1
10m         Normal    Scheduled                         pod/trisla-decision-engine-55f64fc9f7-mwx82    Successfully assigned trisla/trisla-decision-engine-55f64fc9f7-mwx82 to node1
10m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-55f64fc9f7   Created pod: trisla-decision-engine-55f64fc9f7-mwx82
10m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-55f64fc9f7   Deleted pod: trisla-decision-engine-55f64fc9f7-mwx82
10m         Normal    Scheduled                         pod/trisla-decision-engine-6fbf996cfb-rk4g5    Successfully assigned trisla/trisla-decision-engine-6fbf996cfb-rk4g5 to node1
10m         Normal    AddedInterface                    pod/trisla-decision-engine-6fbf996cfb-rk4g5    Add eth0 [10.233.102.168/32] from k8s-pod-network
10m         Normal    Pulled                            pod/trisla-decision-engine-6fbf996cfb-rk4g5    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
10m         Normal    Created                           pod/trisla-decision-engine-6fbf996cfb-rk4g5    Created container decision-engine
10m         Normal    Started                           pod/trisla-decision-engine-6fbf996cfb-rk4g5    Started container decision-engine
10m         Normal    AddedInterface                    pod/trisla-ml-nsmf-7964746d46-q5g8h            Add eth0 [10.233.102.183/32] from k8s-pod-network
