LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
33m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-77b664ff-sjd8k              Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
32m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-88b87b89b-nd8km     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
31m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-7cbfc5f696 to 1
31m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-7cbfc5f696           Created pod: trisla-ml-nsmf-7cbfc5f696-9hrs9
31m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-8469cdd5cc   Created pod: trisla-decision-engine-8469cdd5cc-ng94f
31m         Normal    Scheduled                         pod/trisla-decision-engine-8469cdd5cc-ng94f    Successfully assigned trisla/trisla-decision-engine-8469cdd5cc-ng94f to node1
31m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-8469cdd5cc to 1 from 0
31m         Normal    Scheduled                         pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Successfully assigned trisla/trisla-ml-nsmf-7cbfc5f696-9hrs9 to node1
31m         Normal    Created                           pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Created container ml-nsmf
31m         Normal    AddedInterface                    pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Add eth0 [10.233.102.156/32] from k8s-pod-network
31m         Normal    Pulled                            pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1" already present on machine
31m         Normal    Started                           pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Started container ml-nsmf
31m         Normal    Started                           pod/trisla-decision-engine-8469cdd5cc-ng94f    Started container decision-engine
31m         Normal    Created                           pod/trisla-decision-engine-8469cdd5cc-ng94f    Created container decision-engine
31m         Normal    Pulled                            pod/trisla-decision-engine-8469cdd5cc-ng94f    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
31m         Normal    AddedInterface                    pod/trisla-decision-engine-8469cdd5cc-ng94f    Add eth0 [10.233.102.158/32] from k8s-pod-network
31m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-88b87b89b to 0 from 1
31m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-88b87b89b    Deleted pod: trisla-decision-engine-88b87b89b-nd8km
31m         Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-77b664ff             Deleted pod: trisla-ml-nsmf-77b664ff-sjd8k
31m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-77b664ff to 0 from 1
26m         Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.41/32] from k8s-pod-network
26m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
26m         Normal    Started                           pod/curltest                                   Started container curltest
26m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.463s (1.463s including waiting). Image size: 10767170 bytes.
26m         Normal    Created                           pod/curltest                                   Created container curltest
24m         Normal    Scheduled                         pod/curltest                                   Successfully assigned trisla/curltest to node2
19m         Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.25/32] from k8s-pod-network
19m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
19m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.41s (1.41s including waiting). Image size: 10767170 bytes.
19m         Normal    Created                           pod/curltest                                   Created container curltest
19m         Normal    Started                           pod/curltest                                   Started container curltest
16m         Normal    Scheduled                         pod/curltest                                   Successfully assigned trisla/curltest to node2
13m         Warning   Unhealthy                         pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Readiness probe failed: Get "http://10.233.102.150:8083/health": dial tcp 10.233.102.150:8083: connect: connection refused
5m55s       Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.51/32] from k8s-pod-network
5m54s       Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
5m53s       Normal    Started                           pod/curltest                                   Started container curltest
5m53s       Normal    Created                           pod/curltest                                   Created container curltest
5m53s       Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.425s (1.425s including waiting). Image size: 10767170 bytes.
4m43s       Normal    AddedInterface                    pod/curltest2                                  Add eth0 [10.233.75.43/32] from k8s-pod-network
4m43s       Normal    Pulling                           pod/curltest2                                  Pulling image "curlimages/curl"
4m41s       Normal    Started                           pod/curltest2                                  Started container curltest2
