LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
45m         Warning   Unhealthy                         pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Readiness probe failed: Get "http://10.233.102.153:8083/health": dial tcp 10.233.102.153:8083: connect: connection refused
35m         Normal    AddedInterface                    pod/trisla-besu-5d69b55674-smgnv               Add eth0 [10.233.75.17/32] from k8s-pod-network
35m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
34m         Normal    Started                           pod/trisla-besu-5d69b55674-smgnv               Started container besu
33m         Normal    Created                           pod/trisla-besu-5d69b55674-smgnv               Created container besu
33m         Normal    Pulled                            pod/trisla-besu-5d69b55674-smgnv               Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
32m         Normal    ExternalProvisioning              persistentvolumeclaim/trisla-besu-data         Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-storage-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
32m         Normal    ProvisioningSucceeded             persistentvolumeclaim/trisla-besu-data         Successfully provisioned volume pvc-289a6c75-bbb3-40c8-b688-4bbf40e81660
32m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled down replica set trisla-bc-nssmf-6bf4ffb4b5 to 0 from 1
32m         Warning   FailedScheduling                  pod/trisla-besu-5d69b55674-smgnv               0/2 nodes are available: pod has unbound immediate PersistentVolumeClaims. preemption: 0/2 nodes are available: 2 Preemption is not helpful for scheduling.
32m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled up replica set trisla-besu-5d69b55674 to 1
32m         Normal    SuccessfulCreate                  replicaset/trisla-besu-5d69b55674              Created pod: trisla-besu-5d69b55674-smgnv
32m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled up replica set trisla-bc-nssmf-856859f696 to 1 from 0
32m         Normal    SuccessfulCreate                  replicaset/trisla-bc-nssmf-856859f696          Created pod: trisla-bc-nssmf-856859f696-dwpzw
32m         Normal    SuccessfulDelete                  replicaset/trisla-bc-nssmf-6bf4ffb4b5          Deleted pod: trisla-bc-nssmf-6bf4ffb4b5-ffvkg
32m         Normal    Provisioning                      persistentvolumeclaim/trisla-besu-data         External provisioner is provisioning volume for claim "trisla/trisla-besu-data"
32m         Normal    Scheduled                         pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully assigned trisla/trisla-bc-nssmf-856859f696-dwpzw to node1
32m         Normal    AddedInterface                    pod/trisla-bc-nssmf-856859f696-dwpzw           Add eth0 [10.233.102.168/32] from k8s-pod-network
32m         Normal    Started                           pod/trisla-bc-nssmf-856859f696-dwpzw           Started container bc-nssmf
32m         Normal    Scheduled                         pod/trisla-besu-5d69b55674-smgnv               Successfully assigned trisla/trisla-besu-5d69b55674-smgnv to node2
32m         Normal    Pulled                            pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully pulled image "ghcr.io/abelisboa/trisla-besu:v3.7.29" in 516ms (516ms including waiting). Image size: 338571986 bytes.
32m         Normal    Created                           pod/trisla-bc-nssmf-856859f696-dwpzw           Created container bc-nssmf
31m         Normal    Killing                           pod/trisla-bc-nssmf-856859f696-dwpzw           Container bc-nssmf failed liveness probe, will be restarted
31m         Normal    Pulled                            pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully pulled image "ghcr.io/abelisboa/trisla-besu:v3.7.29" in 513ms (513ms including waiting). Image size: 338571986 bytes.
31m         Normal    Pulling                           pod/trisla-bc-nssmf-856859f696-dwpzw           Pulling image "ghcr.io/abelisboa/trisla-besu:v3.7.29"
27m         Warning   Unhealthy                         pod/trisla-bc-nssmf-856859f696-dwpzw           Liveness probe failed: Get "http://10.233.102.168:8083/health": dial tcp 10.233.102.168:8083: connect: connection refused
20m         Warning   BackOff                           pod/trisla-besu-5d69b55674-smgnv               Back-off restarting failed container besu in pod trisla-besu-5d69b55674-smgnv_trisla(925ebb10-0f2c-435b-a7b5-b4ad9015a16a)
19m         Normal    AddedInterface                    pod/trisla-besu-5d9454c8f8-gf8c7               Add eth0 [10.233.75.24/32] from k8s-pod-network
19m         Normal    Pulled                            pod/trisla-besu-5d9454c8f8-gf8c7               Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
19m         Normal    Created                           pod/trisla-besu-5d9454c8f8-gf8c7               Created container besu
19m         Normal    Started                           pod/trisla-besu-5d9454c8f8-gf8c7               Started container besu
16m         Normal    SuccessfulCreate                  replicaset/trisla-besu-5d9454c8f8              Created pod: trisla-besu-5d9454c8f8-gf8c7
16m         Normal    Scheduled                         pod/trisla-besu-5d9454c8f8-gf8c7               Successfully assigned trisla/trisla-besu-5d9454c8f8-gf8c7 to node2
16m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled up replica set trisla-besu-5d9454c8f8 to 1
16m         Normal    SuccessfulDelete                  replicaset/trisla-besu-5d69b55674              Deleted pod: trisla-besu-5d69b55674-smgnv
16m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled down replica set trisla-besu-5d69b55674 to 0 from 1
12m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-856859f696-dwpzw           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
10m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-nasp-adapter-664894c59c-tv6m8       Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
10m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-599749957-hnbn5             Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
9m36s       Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-599749957            Created pod: trisla-ml-nsmf-599749957-pf9bq
9m36s       Normal    Scheduled                         pod/trisla-ml-nsmf-599749957-pf9bq             Successfully assigned trisla/trisla-ml-nsmf-599749957-pf9bq to node1
9m36s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-sem-csmf-9f56dcb9b-q72ck            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
9m35s       Normal    Pulling                           pod/trisla-ml-nsmf-599749957-pf9bq             Pulling image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1"
9m35s       Normal    AddedInterface                    pod/trisla-ml-nsmf-599749957-pf9bq             Add eth0 [10.233.102.156/32] from k8s-pod-network
9m34s       Normal    Pulled                            pod/trisla-ml-nsmf-599749957-pf9bq             Successfully pulled image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1" in 519ms (519ms including waiting). Image size: 373077607 bytes.
9m34s       Normal    Created                           pod/trisla-ml-nsmf-599749957-pf9bq             Created container trisla-ml-nsmf
9m34s       Normal    Started                           pod/trisla-ml-nsmf-599749957-pf9bq             Started container trisla-ml-nsmf
9m29s       Normal    Scheduled                         pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Successfully assigned trisla/trisla-ml-nsmf-79f5c96dcd-tztxp to node1
9m29s       Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-79f5c96dcd to 1
9m29s       Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-79f5c96dcd           Created pod: trisla-ml-nsmf-79f5c96dcd-tztxp
