LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
39m         Warning   Unhealthy                         pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Readiness probe failed: Get "http://10.233.102.153:8083/health": dial tcp 10.233.102.153:8083: connect: connection refused
29m         Normal    AddedInterface                    pod/trisla-besu-5d69b55674-smgnv               Add eth0 [10.233.75.17/32] from k8s-pod-network
29m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
28m         Normal    Started                           pod/trisla-besu-5d69b55674-smgnv               Started container besu
27m         Normal    Created                           pod/trisla-besu-5d69b55674-smgnv               Created container besu
27m         Normal    Pulled                            pod/trisla-besu-5d69b55674-smgnv               Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
26m         Normal    ExternalProvisioning              persistentvolumeclaim/trisla-besu-data         Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-storage-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
26m         Normal    SuccessfulCreate                  replicaset/trisla-bc-nssmf-856859f696          Created pod: trisla-bc-nssmf-856859f696-dwpzw
26m         Normal    SuccessfulCreate                  replicaset/trisla-besu-5d69b55674              Created pod: trisla-besu-5d69b55674-smgnv
26m         Normal    SuccessfulDelete                  replicaset/trisla-bc-nssmf-6bf4ffb4b5          Deleted pod: trisla-bc-nssmf-6bf4ffb4b5-ffvkg
26m         Normal    Scheduled                         pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully assigned trisla/trisla-bc-nssmf-856859f696-dwpzw to node1
26m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled up replica set trisla-besu-5d69b55674 to 1
26m         Normal    ProvisioningSucceeded             persistentvolumeclaim/trisla-besu-data         Successfully provisioned volume pvc-289a6c75-bbb3-40c8-b688-4bbf40e81660
26m         Normal    Provisioning                      persistentvolumeclaim/trisla-besu-data         External provisioner is provisioning volume for claim "trisla/trisla-besu-data"
26m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled up replica set trisla-bc-nssmf-856859f696 to 1 from 0
