NAME                     TYPE        CLUSTER-IP      EXTERNAL-IP   PORT(S)                       AGE
trisla-bc-nssmf          ClusterIP   10.233.25.116   <none>        8083/TCP                      6m16s
trisla-besu              ClusterIP   10.233.1.230    <none>        8545/TCP,8546/TCP,30303/TCP   6m16s
trisla-decision-engine   ClusterIP   10.233.37.105   <none>        8082/TCP                      6m16s
trisla-ml-nsmf           ClusterIP   10.233.22.254   <none>        8081/TCP                      6m16s
trisla-nasp-adapter      ClusterIP   10.233.44.42    <none>        8085/TCP                      6m16s
trisla-sem-csmf          ClusterIP   10.233.15.236   <none>        8080/TCP                      6m16s
trisla-sla-agent-layer   ClusterIP   10.233.22.147   <none>        8084/TCP                      6m16s
trisla-trisla-besu       ClusterIP   10.233.19.203   <none>        8545/TCP,8546/TCP,30303/TCP   6m16s
trisla-ui-dashboard      ClusterIP   10.233.28.6     <none>        80/TCP                        6m16s
