LAST SEEN   TYPE      REASON                            OBJECT                                          MESSAGE
3m          Normal    AddedInterface                    pod/curl-health                                 Add eth0 [10.233.75.40/32] from k8s-pod-network
3m          Normal    Pulling                           pod/curl-health                                 Pulling image "curlimages/curl:latest"
2m59s       Normal    Pulled                            pod/curl-health                                 Successfully pulled image "curlimages/curl:latest" in 1.124s (1.124s including waiting). Image size: 9882231 bytes.
2m59s       Normal    Created                           pod/curl-health                                 Created container curl-health
2m59s       Normal    Started                           pod/curl-health                                 Started container curl-health
11s         Normal    Scheduled                         pod/curl-health                                 Successfully assigned trisla/curl-health to node2
14m         Normal    Scheduled                         pod/trisla-bc-nssmf-866ddbf476-qd5vl            Successfully assigned trisla/trisla-bc-nssmf-866ddbf476-qd5vl to node1
44s         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-866ddbf476-qd5vl            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
14m         Normal    AddedInterface                    pod/trisla-bc-nssmf-866ddbf476-qd5vl            Add eth0 [10.233.102.179/32] from k8s-pod-network
14m         Normal    Pulling                           pod/trisla-bc-nssmf-866ddbf476-qd5vl            Pulling image "ghcr.io/abelisboa/trisla-bc-nssmf:v3.7.18"
14m         Normal    Pulled                            pod/trisla-bc-nssmf-866ddbf476-qd5vl            Successfully pulled image "ghcr.io/abelisboa/trisla-bc-nssmf:v3.7.18" in 492ms (492ms including waiting). Image size: 175350530 bytes.
14m         Normal    Created                           pod/trisla-bc-nssmf-866ddbf476-qd5vl            Created container bc-nssmf
14m         Normal    Started                           pod/trisla-bc-nssmf-866ddbf476-qd5vl            Started container bc-nssmf
14m         Normal    SuccessfulCreate                  replicaset/trisla-bc-nssmf-866ddbf476           Created pod: trisla-bc-nssmf-866ddbf476-qd5vl
14m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                      Scaled up replica set trisla-bc-nssmf-866ddbf476 to 1
17m         Normal    AddedInterface                    pod/trisla-besu-7764464ddc-n96wf                Add eth0 [10.233.75.28/32] from k8s-pod-network
17m         Normal    Pulled                            pod/trisla-besu-7764464ddc-n96wf                Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
17m         Normal    Created                           pod/trisla-besu-7764464ddc-n96wf                Created container besu
17m         Normal    Started                           pod/trisla-besu-7764464ddc-n96wf                Started container besu
7m30s       Warning   Unhealthy                         pod/trisla-besu-7764464ddc-n96wf                Readiness probe failed: HTTP probe failed with statuscode: 403
14m         Warning   Unhealthy                         pod/trisla-besu-7764464ddc-n96wf                Liveness probe failed: HTTP probe failed with statuscode: 403
14m         Normal    Scheduled                         pod/trisla-besu-7764464ddc-n96wf                Successfully assigned trisla/trisla-besu-7764464ddc-n96wf to node2
14m         Normal    SuccessfulCreate                  replicaset/trisla-besu-7764464ddc               Created pod: trisla-besu-7764464ddc-n96wf
17m         Normal    Provisioning                      persistentvolumeclaim/trisla-besu-data          External provisioner is provisioning volume for claim "trisla/trisla-besu-data"
17m         Normal    ProvisioningSucceeded             persistentvolumeclaim/trisla-besu-data          Successfully provisioned volume pvc-f52452d3-ad33-4e96-85b1-a78582e8e6e3
14m         Normal    ExternalProvisioning              persistentvolumeclaim/trisla-besu-data          Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-storage-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
14m         Normal    ScalingReplicaSet                 deployment/trisla-besu                          Scaled up replica set trisla-besu-7764464ddc to 1
14m         Normal    Scheduled                         pod/trisla-decision-engine-7d466f9f69-jghxs     Successfully assigned trisla/trisla-decision-engine-7d466f9f69-jghxs to node1
15s         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-7d466f9f69-jghxs     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
