LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
49m         Warning   Unhealthy                         pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Readiness probe failed: Get "http://10.233.102.153:8083/health": dial tcp 10.233.102.153:8083: connect: connection refused
39m         Normal    AddedInterface                    pod/trisla-besu-5d69b55674-smgnv               Add eth0 [10.233.75.17/32] from k8s-pod-network
39m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-6bf4ffb4b5-ffvkg           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
38m         Normal    Started                           pod/trisla-besu-5d69b55674-smgnv               Started container besu
38m         Normal    Created                           pod/trisla-besu-5d69b55674-smgnv               Created container besu
38m         Normal    Pulled                            pod/trisla-besu-5d69b55674-smgnv               Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
36m         Normal    ExternalProvisioning              persistentvolumeclaim/trisla-besu-data         Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-storage-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
36m         Normal    SuccessfulCreate                  replicaset/trisla-besu-5d69b55674              Created pod: trisla-besu-5d69b55674-smgnv
36m         Normal    SuccessfulDelete                  replicaset/trisla-bc-nssmf-6bf4ffb4b5          Deleted pod: trisla-bc-nssmf-6bf4ffb4b5-ffvkg
36m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled up replica set trisla-besu-5d69b55674 to 1
36m         Normal    ProvisioningSucceeded             persistentvolumeclaim/trisla-besu-data         Successfully provisioned volume pvc-289a6c75-bbb3-40c8-b688-4bbf40e81660
36m         Normal    Provisioning                      persistentvolumeclaim/trisla-besu-data         External provisioner is provisioning volume for claim "trisla/trisla-besu-data"
36m         Normal    SuccessfulCreate                  replicaset/trisla-bc-nssmf-856859f696          Created pod: trisla-bc-nssmf-856859f696-dwpzw
36m         Warning   FailedScheduling                  pod/trisla-besu-5d69b55674-smgnv               0/2 nodes are available: pod has unbound immediate PersistentVolumeClaims. preemption: 0/2 nodes are available: 2 Preemption is not helpful for scheduling.
36m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled down replica set trisla-bc-nssmf-6bf4ffb4b5 to 0 from 1
36m         Normal    ScalingReplicaSet                 deployment/trisla-bc-nssmf                     Scaled up replica set trisla-bc-nssmf-856859f696 to 1 from 0
36m         Normal    Scheduled                         pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully assigned trisla/trisla-bc-nssmf-856859f696-dwpzw to node1
36m         Normal    AddedInterface                    pod/trisla-bc-nssmf-856859f696-dwpzw           Add eth0 [10.233.102.168/32] from k8s-pod-network
36m         Normal    Scheduled                         pod/trisla-besu-5d69b55674-smgnv               Successfully assigned trisla/trisla-besu-5d69b55674-smgnv to node2
36m         Normal    Pulled                            pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully pulled image "ghcr.io/abelisboa/trisla-besu:v3.7.29" in 516ms (516ms including waiting). Image size: 338571986 bytes.
36m         Normal    Created                           pod/trisla-bc-nssmf-856859f696-dwpzw           Created container bc-nssmf
36m         Normal    Started                           pod/trisla-bc-nssmf-856859f696-dwpzw           Started container bc-nssmf
35m         Normal    Killing                           pod/trisla-bc-nssmf-856859f696-dwpzw           Container bc-nssmf failed liveness probe, will be restarted
35m         Normal    Pulling                           pod/trisla-bc-nssmf-856859f696-dwpzw           Pulling image "ghcr.io/abelisboa/trisla-besu:v3.7.29"
35m         Normal    Pulled                            pod/trisla-bc-nssmf-856859f696-dwpzw           Successfully pulled image "ghcr.io/abelisboa/trisla-besu:v3.7.29" in 513ms (513ms including waiting). Image size: 338571986 bytes.
31m         Warning   Unhealthy                         pod/trisla-bc-nssmf-856859f696-dwpzw           Liveness probe failed: Get "http://10.233.102.168:8083/health": dial tcp 10.233.102.168:8083: connect: connection refused
24m         Warning   BackOff                           pod/trisla-besu-5d69b55674-smgnv               Back-off restarting failed container besu in pod trisla-besu-5d69b55674-smgnv_trisla(925ebb10-0f2c-435b-a7b5-b4ad9015a16a)
23m         Normal    AddedInterface                    pod/trisla-besu-5d9454c8f8-gf8c7               Add eth0 [10.233.75.24/32] from k8s-pod-network
23m         Normal    Pulled                            pod/trisla-besu-5d9454c8f8-gf8c7               Container image "ghcr.io/abelisboa/trisla-besu:v3.7.16" already present on machine
23m         Normal    Created                           pod/trisla-besu-5d9454c8f8-gf8c7               Created container besu
23m         Normal    Started                           pod/trisla-besu-5d9454c8f8-gf8c7               Started container besu
20m         Normal    Scheduled                         pod/trisla-besu-5d9454c8f8-gf8c7               Successfully assigned trisla/trisla-besu-5d9454c8f8-gf8c7 to node2
20m         Normal    SuccessfulCreate                  replicaset/trisla-besu-5d9454c8f8              Created pod: trisla-besu-5d9454c8f8-gf8c7
20m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled up replica set trisla-besu-5d9454c8f8 to 1
20m         Normal    SuccessfulDelete                  replicaset/trisla-besu-5d69b55674              Deleted pod: trisla-besu-5d69b55674-smgnv
20m         Normal    ScalingReplicaSet                 deployment/trisla-besu                         Scaled down replica set trisla-besu-5d69b55674 to 0 from 1
16m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-856859f696-dwpzw           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
14m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-nasp-adapter-664894c59c-tv6m8       Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
14m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-599749957-hnbn5             Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    Scheduled                         pod/trisla-ml-nsmf-599749957-pf9bq             Successfully assigned trisla/trisla-ml-nsmf-599749957-pf9bq to node1
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-sem-csmf-9f56dcb9b-q72ck            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-599749957            Created pod: trisla-ml-nsmf-599749957-pf9bq
13m         Normal    Pulling                           pod/trisla-ml-nsmf-599749957-pf9bq             Pulling image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1"
13m         Normal    AddedInterface                    pod/trisla-ml-nsmf-599749957-pf9bq             Add eth0 [10.233.102.156/32] from k8s-pod-network
13m         Normal    Pulled                            pod/trisla-ml-nsmf-599749957-pf9bq             Successfully pulled image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1" in 519ms (519ms including waiting). Image size: 373077607 bytes.
13m         Normal    Started                           pod/trisla-ml-nsmf-599749957-pf9bq             Started container trisla-ml-nsmf
13m         Normal    Created                           pod/trisla-ml-nsmf-599749957-pf9bq             Created container trisla-ml-nsmf
13m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-79f5c96dcd           Created pod: trisla-ml-nsmf-79f5c96dcd-tztxp
13m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-79f5c96dcd to 1
13m         Normal    Scheduled                         pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Successfully assigned trisla/trisla-ml-nsmf-79f5c96dcd-tztxp to node1
13m         Normal    Pulled                            pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
13m         Normal    Created                           pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Created container ml-nsmf
13m         Normal    Started                           pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Started container ml-nsmf
13m         Normal    AddedInterface                    pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Add eth0 [10.233.102.158/32] from k8s-pod-network
13m         Normal    Pulled                            pod/trisla-ml-nsmf-599749957-pf9bq             Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
13m         Normal    Started                           pod/trisla-ml-nsmf-599749957-pf9bq             Started container ml-nsmf
13m         Normal    Created                           pod/trisla-ml-nsmf-599749957-pf9bq             Created container ml-nsmf
13m         Warning   BackOff                           pod/trisla-ml-nsmf-599749957-pf9bq             Back-off restarting failed container ml-nsmf in pod trisla-ml-nsmf-599749957-pf9bq_trisla(c197732e-4642-461c-92d8-40e8927ff68c)
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-599749957-pf9bq             Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    Killing                           pod/trisla-ml-nsmf-599749957-pf9bq             Stopping container trisla-ml-nsmf
13m         Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-599749957            Deleted pod: trisla-ml-nsmf-599749957-pf9bq
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-79f5c96dcd-tztxp            Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-599749957 to 0 from 1
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-687c6c95f7-bqq4z    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
12m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-5d756bf98b   Created pod: trisla-decision-engine-5d756bf98b-m6kfl
12m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-79d68dc4c5           Created pod: trisla-ml-nsmf-79d68dc4c5-48prv
12m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-7d64cfbbbb   Created pod: trisla-decision-engine-7d64cfbbbb-pwmhm
12m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-5d756bf98b to 1 from 0
12m         Normal    Scheduled                         pod/trisla-sem-csmf-f8d747657-spmtd            Successfully assigned trisla/trisla-sem-csmf-f8d747657-spmtd to node1
12m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-79d68dc4c5 to 1
12m         Normal    Scheduled                         pod/trisla-ml-nsmf-79d68dc4c5-48prv            Successfully assigned trisla/trisla-ml-nsmf-79d68dc4c5-48prv to node1
12m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-7d64cfbbbb to 1
12m         Normal    ScalingReplicaSet                 deployment/trisla-sem-csmf                     Scaled up replica set trisla-sem-csmf-f8d747657 to 1
12m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-7d64cfbbbb to 0 from 1
12m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-7d64cfbbbb   Deleted pod: trisla-decision-engine-7d64cfbbbb-pwmhm
12m         Normal    SuccessfulCreate                  replicaset/trisla-sem-csmf-f8d747657           Created pod: trisla-sem-csmf-f8d747657-spmtd
12m         Normal    Scheduled                         pod/trisla-decision-engine-5d756bf98b-m6kfl    Successfully assigned trisla/trisla-decision-engine-5d756bf98b-m6kfl to node1
12m         Normal    Scheduled                         pod/trisla-decision-engine-7d64cfbbbb-pwmhm    Successfully assigned trisla/trisla-decision-engine-7d64cfbbbb-pwmhm to node1
12m         Normal    Created                           pod/trisla-ml-nsmf-79d68dc4c5-48prv            Created container ml-nsmf
12m         Normal    Started                           pod/trisla-ml-nsmf-79d68dc4c5-48prv            Started container ml-nsmf
12m         Normal    AddedInterface                    pod/trisla-sem-csmf-f8d747657-spmtd            Add eth0 [10.233.102.164/32] from k8s-pod-network
12m         Normal    Pulled                            pod/trisla-ml-nsmf-79d68dc4c5-48prv            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.7.29" already present on machine
12m         Normal    AddedInterface                    pod/trisla-ml-nsmf-79d68dc4c5-48prv            Add eth0 [10.233.102.150/32] from k8s-pod-network
12m         Normal    AddedInterface                    pod/trisla-decision-engine-5d756bf98b-m6kfl    Add eth0 [10.233.102.184/32] from k8s-pod-network
12m         Normal    Pulled                            pod/trisla-decision-engine-5d756bf98b-m6kfl    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
12m         Normal    Created                           pod/trisla-decision-engine-5d756bf98b-m6kfl    Created container decision-engine
12m         Normal    Started                           pod/trisla-decision-engine-5d756bf98b-m6kfl    Started container decision-engine
12m         Normal    Pulling                           pod/trisla-sem-csmf-f8d747657-spmtd            Pulling image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29"
12m         Normal    Started                           pod/trisla-sem-csmf-f8d747657-spmtd            Started container sem-csmf
12m         Normal    Created                           pod/trisla-sem-csmf-f8d747657-spmtd            Created container sem-csmf
12m         Normal    Pulled                            pod/trisla-sem-csmf-f8d747657-spmtd            Successfully pulled image "ghcr.io/abelisboa/trisla-sem-csmf:v3.7.29" in 530ms (530ms including waiting). Image size: 289679031 bytes.
12m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-79f5c96dcd to 0 from 1
12m         Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-79f5c96dcd           Deleted pod: trisla-ml-nsmf-79f5c96dcd-tztxp
