LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
63m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
63m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.425s (1.425s including waiting). Image size: 10767170 bytes.
63m         Normal    Created                           pod/curltest                                   Created container curltest
63m         Normal    Started                           pod/curltest                                   Started container curltest
62m         Normal    AddedInterface                    pod/curltest2                                  Add eth0 [10.233.75.43/32] from k8s-pod-network
62m         Normal    Pulling                           pod/curltest2                                  Pulling image "curlimages/curl"
62m         Normal    Pulled                            pod/curltest2                                  Successfully pulled image "curlimages/curl" in 1.557s (1.557s including waiting). Image size: 10767170 bytes.
62m         Normal    Created                           pod/curltest2                                  Created container curltest2
62m         Normal    Started                           pod/curltest2                                  Started container curltest2
61m         Normal    AddedInterface                    pod/curltest3                                  Add eth0 [10.233.75.39/32] from k8s-pod-network
61m         Normal    Pulling                           pod/curltest3                                  Pulling image "curlimages/curl"
61m         Normal    Pulled                            pod/curltest3                                  Successfully pulled image "curlimages/curl" in 1.129s (1.129s including waiting). Image size: 10767170 bytes.
61m         Normal    Created                           pod/curltest3                                  Created container curltest3
61m         Normal    Started                           pod/curltest3                                  Started container curltest3
59m         Normal    Scheduled                         pod/curltest2                                  Successfully assigned trisla/curltest2 to node2
59m         Normal    Scheduled                         pod/curltest3                                  Successfully assigned trisla/curltest3 to node2
57m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-8469cdd5cc-ng94f    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
57m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-88b87b89b to 1 from 0
57m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-88b87b89b    Created pod: trisla-decision-engine-88b87b89b-5v6kl
57m         Normal    Scheduled                         pod/trisla-decision-engine-88b87b89b-5v6kl     Successfully assigned trisla/trisla-decision-engine-88b87b89b-5v6kl to node1
57m         Normal    AddedInterface                    pod/trisla-decision-engine-88b87b89b-5v6kl     Add eth0 [10.233.102.183/32] from k8s-pod-network
57m         Normal    Pulled                            pod/trisla-decision-engine-88b87b89b-5v6kl     Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
57m         Normal    Created                           pod/trisla-decision-engine-88b87b89b-5v6kl     Created container decision-engine
57m         Normal    Started                           pod/trisla-decision-engine-88b87b89b-5v6kl     Started container decision-engine
57m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-8469cdd5cc to 0 from 1
57m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-8469cdd5cc   Deleted pod: trisla-decision-engine-8469cdd5cc-ng94f
17m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-88b87b89b-5v6kl     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-f67bcc9df    Created pod: trisla-decision-engine-f67bcc9df-24vj5
13m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-f67bcc9df to 1
13m         Normal    Scheduled                         pod/trisla-decision-engine-f67bcc9df-24vj5     Successfully assigned trisla/trisla-decision-engine-f67bcc9df-24vj5 to node1
13m         Normal    AddedInterface                    pod/trisla-decision-engine-f67bcc9df-24vj5     Add eth0 [10.233.102.168/32] from k8s-pod-network
13m         Normal    Pulled                            pod/trisla-decision-engine-f67bcc9df-24vj5     Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
13m         Normal    Created                           pod/trisla-decision-engine-f67bcc9df-24vj5     Created container decision-engine
13m         Normal    Started                           pod/trisla-decision-engine-f67bcc9df-24vj5     Started container decision-engine
13m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-88b87b89b to 0 from 1
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-f67bcc9df-24vj5     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-88b87b89b    Deleted pod: trisla-decision-engine-88b87b89b-5v6kl
13m         Normal    Pulled                            pod/trisla-decision-engine-756b4dbffc-hvj7h    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
13m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-756b4dbffc   Created pod: trisla-decision-engine-756b4dbffc-hvj7h
13m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-756b4dbffc to 1
13m         Normal    Scheduled                         pod/trisla-decision-engine-756b4dbffc-hvj7h    Successfully assigned trisla/trisla-decision-engine-756b4dbffc-hvj7h to node1
13m         Normal    Started                           pod/trisla-decision-engine-756b4dbffc-hvj7h    Started container decision-engine
13m         Normal    AddedInterface                    pod/trisla-decision-engine-756b4dbffc-hvj7h    Add eth0 [10.233.102.146/32] from k8s-pod-network
13m         Normal    Created                           pod/trisla-decision-engine-756b4dbffc-hvj7h    Created container decision-engine
13m         Normal    Killing                           pod/trisla-decision-engine-f67bcc9df-24vj5     Stopping container decision-engine
13m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-756b4dbffc-hvj7h    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
13m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-f67bcc9df    Deleted pod: trisla-decision-engine-f67bcc9df-24vj5
13m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-f67bcc9df to 0 from 1
12m         Normal    Scheduled                         pod/trisla-decision-engine-5f6fb65c8f-bz7wt    Successfully assigned trisla/trisla-decision-engine-5f6fb65c8f-bz7wt to node1
12m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-5f6fb65c8f to 1
12m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-5f6fb65c8f   Created pod: trisla-decision-engine-5f6fb65c8f-bz7wt
12m         Normal    Started                           pod/trisla-decision-engine-5f6fb65c8f-bz7wt    Started container decision-engine
