LAST SEEN   TYPE      REASON                            OBJECT                                          MESSAGE
36m         Normal    SuccessfulCreate                  replicaset/trisla-trisla-besu-979b7df9d         Created pod: trisla-trisla-besu-979b7df9d-8k4l2
39m         Normal    Provisioning                      persistentvolumeclaim/trisla-trisla-besu-data   External provisioner is provisioning volume for claim "trisla/trisla-trisla-besu-data"
39m         Normal    ProvisioningSucceeded             persistentvolumeclaim/trisla-trisla-besu-data   Successfully provisioned volume pvc-2e6b8563-9573-4f01-9747-2faed08f7358
36m         Normal    ExternalProvisioning              persistentvolumeclaim/trisla-trisla-besu-data   Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-storage-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
36m         Normal    ScalingReplicaSet                 deployment/trisla-trisla-besu                   Scaled up replica set trisla-trisla-besu-979b7df9d to 1
36m         Normal    Scheduled                         pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Successfully assigned trisla/trisla-ui-dashboard-dfb9ff9cc-gvd29 to node1
73s         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
36m         Normal    AddedInterface                    pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Add eth0 [10.233.102.137/32] from k8s-pod-network
36m         Normal    Pulled                            pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Container image "ghcr.io/abelisboa/trisla-ui-dashboard:nasp-a2" already present on machine
36m         Normal    Created                           pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Created container ui-dashboard
36m         Normal    Started                           pod/trisla-ui-dashboard-dfb9ff9cc-gvd29         Started container ui-dashboard
36m         Normal    SuccessfulCreate                  replicaset/trisla-ui-dashboard-dfb9ff9cc        Created pod: trisla-ui-dashboard-dfb9ff9cc-gvd29
36m         Normal    ScalingReplicaSet                 deployment/trisla-ui-dashboard                  Scaled up replica set trisla-ui-dashboard-dfb9ff9cc to 1
