NAME                                      READY   STATUS         RESTARTS   AGE
trisla-bc-nssmf-78d4bfcbcd-4njnp          1/1     Running        0          36m
trisla-besu-8c4979c76-zmv79               1/1     Running        0          36m
trisla-decision-engine-7d466f9f69-8fq5v   1/1     Running        0          36m
trisla-ml-nsmf-779d6cc88b-pbgzz           1/1     Running        0          36m
trisla-nasp-adapter-74cd854849-zgml7      1/1     Running        0          36m
trisla-sla-agent-layer-6b65566595-hqd8d   1/1     Running        0          36m
trisla-trisla-besu-979b7df9d-8k4l2        0/1     ErrImagePull   0          36m
trisla-ui-dashboard-dfb9ff9cc-gvd29       1/1     Running        0          36m
