LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
31m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-ml-nsmf-77b664ff-sjd8k              Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
30m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-88b87b89b-nd8km     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
30m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled up replica set trisla-ml-nsmf-7cbfc5f696 to 1
30m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-8469cdd5cc   Created pod: trisla-decision-engine-8469cdd5cc-ng94f
30m         Normal    SuccessfulCreate                  replicaset/trisla-ml-nsmf-7cbfc5f696           Created pod: trisla-ml-nsmf-7cbfc5f696-9hrs9
30m         Normal    Scheduled                         pod/trisla-decision-engine-8469cdd5cc-ng94f    Successfully assigned trisla/trisla-decision-engine-8469cdd5cc-ng94f to node1
30m         Normal    Scheduled                         pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Successfully assigned trisla/trisla-ml-nsmf-7cbfc5f696-9hrs9 to node1
30m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-8469cdd5cc to 1 from 0
30m         Normal    Pulled                            pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Container image "ghcr.io/abelisboa/trisla-ml-nsmf:v3.8.1" already present on machine
30m         Normal    AddedInterface                    pod/trisla-decision-engine-8469cdd5cc-ng94f    Add eth0 [10.233.102.158/32] from k8s-pod-network
30m         Normal    Started                           pod/trisla-decision-engine-8469cdd5cc-ng94f    Started container decision-engine
30m         Normal    Created                           pod/trisla-decision-engine-8469cdd5cc-ng94f    Created container decision-engine
30m         Normal    AddedInterface                    pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Add eth0 [10.233.102.156/32] from k8s-pod-network
30m         Normal    Started                           pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Started container ml-nsmf
30m         Normal    Created                           pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Created container ml-nsmf
30m         Normal    Pulled                            pod/trisla-decision-engine-8469cdd5cc-ng94f    Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
29m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-88b87b89b    Deleted pod: trisla-decision-engine-88b87b89b-nd8km
29m         Normal    ScalingReplicaSet                 deployment/trisla-ml-nsmf                      Scaled down replica set trisla-ml-nsmf-77b664ff to 0 from 1
29m         Normal    SuccessfulDelete                  replicaset/trisla-ml-nsmf-77b664ff             Deleted pod: trisla-ml-nsmf-77b664ff-sjd8k
29m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-88b87b89b to 0 from 1
25m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
25m         Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.41/32] from k8s-pod-network
25m         Normal    Created                           pod/curltest                                   Created container curltest
25m         Normal    Started                           pod/curltest                                   Started container curltest
25m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.463s (1.463s including waiting). Image size: 10767170 bytes.
22m         Normal    Scheduled                         pod/curltest                                   Successfully assigned trisla/curltest to node2
18m         Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.25/32] from k8s-pod-network
18m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
18m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.41s (1.41s including waiting). Image size: 10767170 bytes.
18m         Normal    Created                           pod/curltest                                   Created container curltest
18m         Normal    Started                           pod/curltest                                   Started container curltest
15m         Normal    Scheduled                         pod/curltest                                   Successfully assigned trisla/curltest to node2
11m         Warning   Unhealthy                         pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Readiness probe failed: Get "http://10.233.102.150:8083/health": dial tcp 10.233.102.150:8083: connect: connection refused
4m33s       Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.51/32] from k8s-pod-network
4m32s       Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
4m31s       Normal    Created                           pod/curltest                                   Created container curltest
4m31s       Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.425s (1.425s including waiting). Image size: 10767170 bytes.
4m31s       Normal    Started                           pod/curltest                                   Started container curltest
4m10s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-8469cdd5cc-ng94f    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m21s       Normal    AddedInterface                    pod/curltest2                                  Add eth0 [10.233.75.43/32] from k8s-pod-network
3m21s       Normal    Pulling                           pod/curltest2                                  Pulling image "curlimages/curl"
3m19s       Normal    Created                           pod/curltest2                                  Created container curltest2
3m19s       Normal    Started                           pod/curltest2                                  Started container curltest2
3m19s       Normal    Pulled                            pod/curltest2                                  Successfully pulled image "curlimages/curl" in 1.557s (1.557s including waiting). Image size: 10767170 bytes.
3m5s        Normal    Pulling                           pod/curltest3                                  Pulling image "curlimages/curl"
3m5s        Normal    AddedInterface                    pod/curltest3                                  Add eth0 [10.233.75.39/32] from k8s-pod-network
3m4s        Normal    Started                           pod/curltest3                                  Started container curltest3
