LAST SEEN   TYPE      REASON                            OBJECT                                         MESSAGE
50m         Normal    AddedInterface                    pod/curltest                                   Add eth0 [10.233.75.51/32] from k8s-pod-network
50m         Normal    Pulling                           pod/curltest                                   Pulling image "curlimages/curl"
50m         Normal    Pulled                            pod/curltest                                   Successfully pulled image "curlimages/curl" in 1.425s (1.425s including waiting). Image size: 10767170 bytes.
50m         Normal    Created                           pod/curltest                                   Created container curltest
50m         Normal    Started                           pod/curltest                                   Started container curltest
49m         Normal    AddedInterface                    pod/curltest2                                  Add eth0 [10.233.75.43/32] from k8s-pod-network
49m         Normal    Pulling                           pod/curltest2                                  Pulling image "curlimages/curl"
49m         Normal    Pulled                            pod/curltest2                                  Successfully pulled image "curlimages/curl" in 1.557s (1.557s including waiting). Image size: 10767170 bytes.
49m         Normal    Created                           pod/curltest2                                  Created container curltest2
49m         Normal    Started                           pod/curltest2                                  Started container curltest2
49m         Normal    AddedInterface                    pod/curltest3                                  Add eth0 [10.233.75.39/32] from k8s-pod-network
49m         Normal    Pulling                           pod/curltest3                                  Pulling image "curlimages/curl"
49m         Normal    Pulled                            pod/curltest3                                  Successfully pulled image "curlimages/curl" in 1.129s (1.129s including waiting). Image size: 10767170 bytes.
49m         Normal    Created                           pod/curltest3                                  Created container curltest3
49m         Normal    Started                           pod/curltest3                                  Started container curltest3
48m         Normal    Scheduled                         pod/curltest                                   Successfully assigned trisla/curltest to node2
47m         Warning   Unhealthy                         pod/trisla-ml-nsmf-7cbfc5f696-9hrs9            Readiness probe failed: Get "http://10.233.102.156:8081/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
46m         Normal    Scheduled                         pod/curltest2                                  Successfully assigned trisla/curltest2 to node2
46m         Normal    Scheduled                         pod/curltest3                                  Successfully assigned trisla/curltest3 to node2
45m         Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-8469cdd5cc-ng94f    Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
45m         Normal    Scheduled                         pod/trisla-decision-engine-88b87b89b-5v6kl     Successfully assigned trisla/trisla-decision-engine-88b87b89b-5v6kl to node1
45m         Normal    AddedInterface                    pod/trisla-decision-engine-88b87b89b-5v6kl     Add eth0 [10.233.102.183/32] from k8s-pod-network
45m         Normal    Pulled                            pod/trisla-decision-engine-88b87b89b-5v6kl     Container image "ghcr.io/abelisboa/trisla-decision-engine:v3.7.29" already present on machine
45m         Normal    Created                           pod/trisla-decision-engine-88b87b89b-5v6kl     Created container decision-engine
45m         Normal    Started                           pod/trisla-decision-engine-88b87b89b-5v6kl     Started container decision-engine
45m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled up replica set trisla-decision-engine-88b87b89b to 1 from 0
45m         Normal    SuccessfulCreate                  replicaset/trisla-decision-engine-88b87b89b    Created pod: trisla-decision-engine-88b87b89b-5v6kl
44m         Normal    SuccessfulDelete                  replicaset/trisla-decision-engine-8469cdd5cc   Deleted pod: trisla-decision-engine-8469cdd5cc-ng94f
44m         Normal    ScalingReplicaSet                 deployment/trisla-decision-engine              Scaled down replica set trisla-decision-engine-8469cdd5cc to 0 from 1
8m10s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
4m43s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-decision-engine-88b87b89b-5v6kl     Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
4m13s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-bc-nssmf-7c8ff9c4fc-kwmqd           Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m11s       Warning   FailedToRetrieveImagePullSecret   pod/trisla-nasp-adapter-7c8bb45994-hfc76       Unable to retrieve some image pull secrets (ghcr-secret); attempting to pull the image may not succeed.
3m8s        Warning   Unhealthy                         pod/trisla-bc-nssmf-68bbbd4cb8-jg4j5           Readiness probe failed: Get "http://10.233.102.150:8083/health": dial tcp 10.233.102.150:8083: connect: connection refused
