NAME                     TYPE        CLUSTER-IP      EXTERNAL-IP   PORT(S)                       AGE
trisla-bc-nssmf          ClusterIP   10.233.42.79    <none>        8083/TCP                      14m
trisla-besu              ClusterIP   10.233.19.174   <none>        8545/TCP,8546/TCP,30303/TCP   14m
trisla-decision-engine   ClusterIP   10.233.29.111   <none>        8082/TCP                      14m
trisla-ml-nsmf           ClusterIP   10.233.37.129   <none>        8081/TCP                      14m
trisla-nasp-adapter      ClusterIP   10.233.2.69     <none>        8085/TCP                      14m
trisla-sem-csmf          ClusterIP   10.233.52.14    <none>        8080/TCP                      14m
trisla-sla-agent-layer   ClusterIP   10.233.29.233   <none>        8084/TCP                      14m
trisla-trisla-besu       ClusterIP   10.233.22.94    <none>        8545/TCP,8546/TCP,30303/TCP   14m
trisla-ui-dashboard      ClusterIP   10.233.41.249   <none>        80/TCP                        14m
