NAME                     TYPE        CLUSTER-IP      EXTERNAL-IP   PORT(S)                       AGE
trisla-bc-nssmf          ClusterIP   10.233.39.215   <none>        8083/TCP                      7m35s
trisla-besu              ClusterIP   10.233.7.161    <none>        8545/TCP,8546/TCP,30303/TCP   7m35s
trisla-decision-engine   ClusterIP   10.233.26.201   <none>        8082/TCP                      7m35s
trisla-ml-nsmf           ClusterIP   10.233.28.209   <none>        8081/TCP                      7m35s
trisla-nasp-adapter      ClusterIP   10.233.6.35     <none>        8085/TCP                      7m35s
trisla-sem-csmf          ClusterIP   10.233.13.160   <none>        8080/TCP                      7m35s
trisla-sla-agent-layer   ClusterIP   10.233.4.83     <none>        8084/TCP                      7m35s
trisla-ui-dashboard      ClusterIP   10.233.4.125    <none>        80/TCP                        7m35s
