NAME                     TYPE        CLUSTER-IP      EXTERNAL-IP   PORT(S)                       AGE
trisla-bc-nssmf          ClusterIP   10.233.10.118   <none>        8083/TCP                      11m
trisla-besu              ClusterIP   10.233.52.204   <none>        8545/TCP,8546/TCP,30303/TCP   11m
trisla-decision-engine   ClusterIP   10.233.51.217   <none>        8082/TCP                      11m
trisla-ml-nsmf           ClusterIP   10.233.33.109   <none>        8081/TCP                      11m
trisla-nasp-adapter      ClusterIP   10.233.3.163    <none>        8085/TCP                      11m
trisla-sem-csmf          ClusterIP   10.233.33.92    <none>        8080/TCP                      11m
trisla-sla-agent-layer   ClusterIP   10.233.54.160   <none>        8084/TCP                      11m
trisla-trisla-besu       ClusterIP   10.233.38.0     <none>        8545/TCP,8546/TCP,30303/TCP   11m
trisla-ui-dashboard      ClusterIP   10.233.46.63    <none>        80/TCP                        11m
