LAST SEEN   TYPE      REASON                  OBJECT                                          MESSAGE
12m         Normal    ScalingReplicaSet       deployment/trisla-ui-dashboard                  Scaled up replica set trisla-ui-dashboard-dfb9ff9cc to 1
12m         Normal    Created                 pod/trisla-bc-nssmf-7cf6b46b54-k6x6k            Created container bc-nssmf
12m         Normal    Started                 pod/trisla-decision-engine-7d466f9f69-t75xk     Started container decision-engine
12m         Normal    Created                 pod/trisla-decision-engine-7d466f9f69-t75xk     Created container decision-engine
12m         Normal    Pulled                  pod/trisla-bc-nssmf-7cf6b46b54-k6x6k            Container image "ghcr.io/abelisboa/trisla-bc-nssmf:v3.7.16" already present on machine
12m         Normal    AddedInterface          pod/trisla-bc-nssmf-7cf6b46b54-k6x6k            Add eth0 [10.233.102.158/32] from k8s-pod-network
12m         Normal    Started                 pod/trisla-nasp-adapter-74cd854849-hw5r2        Started container nasp-adapter
12m         Normal    AddedInterface          pod/trisla-decision-engine-7d466f9f69-t75xk     Add eth0 [10.233.102.148/32] from k8s-pod-network
12m         Normal    Scheduled               pod/trisla-ui-dashboard-dfb9ff9cc-jhzl8         Successfully assigned trisla/trisla-ui-dashboard-dfb9ff9cc-jhzl8 to node1
12m         Normal    AddedInterface          pod/trisla-ui-dashboard-dfb9ff9cc-jhzl8         Add eth0 [10.233.102.177/32] from k8s-pod-network
12m         Normal    SuccessfulCreate        replicaset/trisla-ui-dashboard-dfb9ff9cc        Created pod: trisla-ui-dashboard-dfb9ff9cc-jhzl8
12m         Normal    Created                 pod/trisla-ui-dashboard-dfb9ff9cc-jhzl8         Created container ui-dashboard
12m         Normal    Started                 pod/trisla-ui-dashboard-dfb9ff9cc-jhzl8         Started container ui-dashboard
12m         Normal    Pulled                  pod/trisla-ui-dashboard-dfb9ff9cc-jhzl8         Container image "ghcr.io/abelisboa/trisla-ui-dashboard:nasp-a2" already present on machine
4m56s       Normal    BackOff                 pod/trisla-trisla-besu-979b7df9d-lfd8g          Back-off pulling image "ghcr.io/abelisboa/trisla-besu:23.10.1"
